hist_avg_price,hist_stdev_price,ct,name,latest_avg_price,latest_stdev_price,avg_30d,item_score,classes,slots,rank_in_slot,min_seller,min_price
23575.243965074471,8059.3803032945971,1947,Muramite's Shield of Legend,,,12705.882352941175,1206.0,16319,16384,16,,
16737.909113483984,14084.454796172819,8054,Bane of the Stonegazer,15000.0,5000.3104336761435,12367.256637168142,1202.5,16319,16384,17,Youbetterdont,10000
19318.2948490231,16378.299548857269,1126,Blackstone Buckler,,,8958.3333333333321,1121.5,21,16384,18,,
18347.400611620793,2446.3242043878658,1635,Shield of Strife,,,17064.935064935067,1095.0,21,16384,19,,
27462.793068297673,8086.124373958135,1962,Barrier of Serenity,12500.0,0.0,17371.244635193136,1081.5,15906,16384,20,Bankoflazarus,12500
7263.6815920398012,3585.8024805523819,402,Cracked Shield of Discipline,,,,1052.5,15906,16384,21,,
16725.572183098586,4959.085984170677,2272,Whorl of Unnatural Forces,15000.0,0.0,15000.0,1047.5,546,16384,22,Jibberzales,15000
7272.7175654030962,4717.5136505126111,3746,Aegis of Blackscales,,,3826.2032085561495,1015.0,15935,16384,23,,
11843.13725490196,5207.7683224282346,1173,Tactician's Shield,,,,997.0,65535,16384,24,,
7518.5841654778933,5248.0420377320434,2804,Shield of Living Souls,4800.0,0.0,4775.2808988764054,995.0,15935,16384,25,Lumiere,4800
9036.2845849802379,2977.50891940727,1265,Bulwark of Uqua,,,5000.0,950.0,15906,16384,26,,
11046.053110221897,3674.2172658715917,2749,Barrier of Freezing Winds,,,9000.0,921.0,15904,16384,27,,
2166.1401776900293,790.03715333581408,1013,Aged Shield of Elders,,,1000.0,885.0,15935,16384,28,,
1483.347350714886,615.53628143084,1189,Shield of Twisted Reality,,,1000.0,818.0,16319,16384,29,,
1545.4545454545455,1172.6229416482765,154,Rampart of Fallen Heroes,,,,757.5,21,16384,30,,
3727.3471352912852,1772.8590826498948,2077,Bulwark of the Blind Eye,3000.0,0.0,3313.8532110091742,732.5,285,16384,31,Laztrader,3000
1009.978117647059,807.69926115707767,8500,Shield of the Vortex,700.0,0.0,1199.3196644920779,716.5,15906,16384,32,Miseko,700
1723.0769230769229,899.58355795803186,234,Calcified Bone Shield,,,1536.8421052631579,707.5,21,16384,33,,
1310.132075471698,1035.1024097124293,1060,Intricately Etched Seashell,,,250.0,693.5,15906,16384,34,,
1953.1618569636128,2152.9596848696292,797,Aged Dragon Claw Main Gauche,,,400.0,691.0,16777,16384,35,,
5800.1247248716063,5003.1792043024725,1363,Circular Crystalline Formation,,,,682.0,15906,16384,36,,
150.0,0.0,36,Bulwark of Shimmering Steel,,,,681.0,15360,16384,37,,
2460.1973302379565,1757.3447536835552,8615,Crystal Shield of Remembrance,1000.0,0.0,1986.6062437059413,660.5,16319,16384,38,Zoddtrades,1000
2763.7814784727861,1435.0764071943845,1231,Bone Chill Shield,,,,652.5,567,16384,39,,
2341.9786096256694,1923.7550800765457,374,Trushar's Guard,,,,652.0,15906,16384,40,,
1516.4526484751216,702.04104086387792,1246,Tome of Secrets,,,,645.0,15360,16384,41,,
8909.7844112769417,4947.6550079774361,1206,Aegis of Discordant Matter,,,,632.5,15906,16384,42,,
436.1958891311117,240.66529528980132,3211,Brightstar Buckler,,,100.0,628.0,413,16384,43,,
1206.6176470588248,970.267609338911,2788,Shield of Icicles,,,1248.6338797814208,600.5,546,16384,44,,
3422.9439497118906,2430.2421839916537,1909,Book of Contemplation,4000.0,0.0,4136.53846153846,580.0,32767,16384,45,Stacy,4000
1049.5188246097337,918.01574821847169,2178,Doomscorn Shield,,,947.61904761904759,575.5,16319,16384,46,,
1900.0,0.0,26,Pockmarked Aegis,,,,557.5,21,16384,47,,
5132.7129859387924,2450.0911808969981,2418,Shield of Energy,,,5076.8472906403949,556.0,15926,16384,48,,
500.0,0.0,53,Yakatizma's Shield of Crafting,,,,552.5,546,16384,49,,
2443.1578947368421,1698.4370425882014,190,Shield of Ssraeshza,,,600.0,548.5,546,16384,50,,
990.44273927392646,772.92413360650039,6060,Drakescale Shield,,,400.0,542.5,16319,16384,51,,
825.24064171122984,104.01120459128401,935,Slaver's Buckler of Station,800.0,0.0,800.0,527.5,15906,16384,52,Miseko,800
545.25139664804476,82.905919576634588,179,Shield of Holy Vigor,,,,506.0,546,16384,53,,
1374.232365145228,1657.1106087097755,1446,Ivory Etched Aegis,,,,497.0,413,16384,54,,
213.62542955326461,63.349065034640581,291,Twice Forged Steel Bulwark,,,,494.0,413,16384,55,,
513.9600668337506,882.67983763349923,5985,Basalt Bulwark,1000.0,0.0,1100.9433962264147,492.5,413,16384,56,Billygoat,1000
896.98492462311515,812.52204598559013,1194,Rejuvenating Shield of War,4000.0,0.0,647.82608695652175,483.0,15906,16384,57,Laztrader,4000
7257.8064516129016,3905.3912036371839,775,Aegis of Judgment,7000.0,0.0,9370.3071672354963,477.5,546,16384,58,Stacy,7000
4100.7380073800723,3420.7386127333357,813,Shield of Spiked Energy,,,,475.0,20,16384,59,,
2494.2965779467686,1629.6178600276417,263,Self Contained Force Barrier,,,,469.5,15926,16384,60,,
5821.5070643642093,930.21887701128207,637,Granite Buckler,,,,468.0,15906,16384,61,,
100.0,0.0,443,Shield of Auras,,,,466.5,15360,16384,62,,
909.52380952380952,282.24666932686586,42,Orb of Infinite Terror,,,,458.0,4096,16384,63,,
1491.603053435115,854.78390024499924,786,Blood-Imbrued Protector,,,,454.5,546,16384,64,,
1139.1780821917805,580.08650397120448,1460,Circular Shield of the Blaze,,,2500.0,444.5,546,16384,65,,
525.0,75.314466788015068,120,Defender of the Ancestral Spirit,,,,435.5,11778,16384,66,,
481.10236220472433,339.63852948194994,127,Large Chunk of Ent Bark,,,100.0,420.5,20,16384,67,,
4228.6060606060582,4428.3549255037915,1650,Archaic Shield of Stone,,,7786.6666666666661,400.0,16861,16384,68,,
457.41956241956245,167.95731722360037,3108,Shield of Coral,,,491.32730015082956,390.0,32,16384,69,,
443.66666666666674,658.57079207329184,156,Glowing Orb of the Stormwatcher,,,2259.0,389.0,32446,16384,70,,
555.93442622950829,609.085193220248,1525,Stormrider Carapace Shield,,,,378.5,16319,16384,71,,
66.216216216216225,12.099437854561526,37,Grand Shield of Faith,,,,377.0,16942,16384,72,,
50.0,0.0,58,Aegis of Gloom,,,,370.0,546,16384,73,,
5449.4130494130495,4249.9518498270345,3663,Fabled Rokyls Channelling Crystal,,,4000.0,368.0,15488,16384,74,,
191.77966101694915,73.160884600574263,590,Barrier of Sound,,,,355.0,15360,16384,75,,
1387.6876876876881,912.46310293371334,333,Aegis of the Earth,,,,355.0,1,16384,75,,
798.59154929577471,678.12619090012163,71,Windspeeder,,,,312.0,393,16384,77,,
114.13373860182372,62.728369045874878,1645,Rusting Hero Shield,,,,306.0,15906,16384,78,,
55.0,0.0,36,Pulsing Phase Emitter,,,,300.0,15360,16384,79,,
405.78947368421058,99.963887383019056,380,Tactician's Bulwark,,,,293.0,15906,16384,80,,
1428.2024793388432,293.2515160589266,484,Shield of the Creator,,,1458.50622406639,286.0,15360,16384,81,,
35.0,0.0,20,Shield of the Wurms,,,,272.5,512,16384,82,,
407.81284004352557,41.064986603115273,919,Arcane Shield of Living Ice,400.0,0.0,414.79500891265593,265.0,32767,16384,83,Abootonekay,400
708.24345146379039,268.85214835845721,649,Blessed Bone Shield,,,499.421965317919,260.0,21,16384,84,,
130.98901098901098,62.129037845341273,1547,Shadow Tendril,,,,252.5,393,16384,85,,
75.0,0.0,15,Whitestone Shield,,,,246.5,575,16384,86,,
1.0,0.0,143,Shield of Thorns,,,,245.5,32,16384,87,,
229.5019920318725,67.9724282045002,251,War Magus' Arrow Guard,,,,242.5,15360,16384,88,,
131.7748344370861,97.357811179610835,755,Atramentous Shield,,,,225.5,16,16384,89,,
842.61321909424646,603.84923957786589,817,Shield of the Ebon Hand,,,1.0,223.5,30224,16384,90,,
521.42857142857179,62.043887444328028,168,Shield of the Protector,,,,217.5,4,16384,91,,
50.0,0.0,49,Stout Bulwark,,,,215.0,413,16384,92,,
96.796594982078844,11.638147690633463,1116,Rokyls Channelling Crystal,,,100.0,208.0,15488,16384,93,,
96.796594982078844,11.638147690633463,1116,Rokyls Channelling Crystal,,,100.0,208.0,15488,16384,93,,
50.0,0.0,31,Heavy Doublebound Shield,,,,199.0,413,16384,95,,
686.40776699029107,411.13727899970593,206,Bonechiller,,,,197.5,393,16384,96,,
234.4398340248963,189.3426058937581,241,Fabled Shield of the Slain Unicorn,,,,195.0,21,16384,97,,
50.0,0.0,260,Shield of Lasting Disarray,,,,194.0,32767,16384,98,,
150.0,0.0,115,Pus Covered Beetle Carapace,,,,185.5,15906,16384,99,,
10.0,0.0,74,Fabled Charred Guardian Shield,,,,184.0,16319,16384,100,,
25.0,0.0,1427,Ashenbone Shield,,,25.0,177.5,16,16384,101,,
250.0,0.0,145,Holy Order of Mithaniel,,,,160.0,20,16384,102,,
684.32753623188432,646.3382314748269,1380,Shield of the Mist,500.0,0.0,869.49999999999977,155.0,15906,16384,103,Laztrader,500
20.0,0.0,6,Zek Crested Buckler,,,,155.0,1,16384,103,,
30.0,0.0,24,Bowl of Viscous Ooze,,,,147.5,65535,16384,105,,
284.93079584775091,557.44420306322888,1445,Dream Weaver Webshield,,,,141.0,15488,16384,106,,
67.253765932792589,23.88563784365093,863,Imbued Froglokhide Shield,,,,140.5,20,16384,107,,
19.0,0.0,195,Chiseled Steelslave Shield,,,,125.0,16861,16384,108,,
61.253554502369667,73.307892756342653,844,Sarnak Battle Shield,,,,110.0,703,16384,109,,
5.0,0.0,786,Stein of Flowing Ichor,5.0,0.0,5.0,99.0,512,16384,110,Shopsafe,5
5.0,0.0,11,Plated Shield,,,,96.0,20,16384,111,,
38.461538461538467,19.670318496353389,468,Dread Shield of the Slayer,,,,91.0,15906,16384,112,,
50.0,0.0,89,Cryosilk Webshield,,,,85.0,15488,16384,113,,
426.31578947368456,127.14820748507093,361,Fearsome Shield,,,,84.0,23,16384,114,,
146.40503672612803,197.54057038845127,953,Battered Shield of Glory,,,200.0,82.0,23,16384,115,,
173.69281045751637,62.748902385635361,153,Barnacle-covered Shield,,,,77.5,546,16384,116,,
65383.831227436829,40361.056214221986,1108,Journal of Aataltaal,39990.0,0.0,71693.477633477654,75.0,8192,16384,117,Eazypz,39990
927.41339491916858,224.27508222124447,433,Sword of Nochular,,,1000.0,74.5,393,16384,118,,
100.0,0.0,199,Ribcracker,,,,73.0,16841,16384,119,,
122.31588447653431,77.921980764151968,1108,Insignia Protector,200.0,0.0,198.64876957494411,72.5,15360,16384,120,Ashley,200
35.0,0.0,530,Harnessed soul gem,,,,72.0,4096,16384,121,,
662.828947368421,410.60029993756507,152,Fist of Lightning,,,,63.0,16448,16384,122,,
603.0906148867316,602.90234946564385,618,Bladestopper,,,319.31818181818181,59.5,927,16384,123,,
114.29824561403508,29.299654749599338,570,Book of Obulus,,,125.0,58.0,15906,16384,124,,
78.113382899628164,203.65679350621932,538,Shield of the Green Dragon,,,,57.5,959,16384,125,,
29.103887826641159,19.38407566049769,1569,Shimmering Orb,,,20.0,53.0,15488,16384,126,,
158.61961274203625,33.736565327548341,1601,Clay Guardian Shield,150.0,0.0,142.75766016713092,52.0,535,16384,127,Venntrader,150
95.598852276934508,92.77958713581171,5402,Shield of the Water Dragon,250.0,0.0,194.63894967177245,47.5,959,16384,128,Stacy,250
33.141514360313316,43.046138460586711,1915,Sporestrand Shield,,,25.0,47.0,15906,16384,129,,
216.66666666666663,547.525782734129,117,Hand of the Reaper,,,,43.5,1024,16384,130,,
91.297801147227517,97.455441578047541,6276,Shield of the Red Dragon,,,183.97565922920893,42.5,959,16384,131,,
300.0,0.0,95,Shield of the White Dragon,,,,42.5,959,16384,131,,
65.860927152317885,13.414078757908587,604,Strathbone Shell Shield,,,,39.0,514,16384,133,,
50.86115992970123,11.123350616333394,569,Ornate Rune Shield,,,,34.0,15360,16384,134,,
1000.0,0.0,286,McVaxius` Horn of War,1000.0,0.0,1000.0,10.5,128,16384,135,Stacy,1000
5.0,0.0,44,Kelin`s Seven Stringed Lute,,,,10.5,128,16384,135,,
25.319444444444439,18.218010854445492,2016,Efreeti War Shield,,,,7.5,31,16384,137,,
10.0,0.0,7,High Apprentice's Eitchatka,,,,6.0,16384,16384,138,,
116.85923753665689,19.089805799633545,682,Dragon Claw Main Gauche,,,,6.0,16777,16384,138,,
22.839057899901871,13.43262996811014,2038,Crude Stein,,,31.584295612009235,2.5,65535,16384,140,,
1090.1898734177214,192.556638607268,316,Book of Souls,,,,-1.0,65535,16384,141,,
1484.9813084112143,500.97531132759639,214,Minotaur Horn,,,,-1.0,128,16384,141,,
86.945337620578755,233.55974624686891,311,Gypsy Lute,,,307.85714285714283,-3.0,128,16384,143,,
22230.655339805809,17554.604838951807,1648,Selo`s Drums of the March,395.0,0.0,210.26315789473685,-5.0,128,16384,144,Frogg,395
116.81296421336933,79.340002142196312,1481,Torch,,,,-5.0,65535,16384,144,,
200.0,0.0,79,Sharkskin Drum,,,,-8.0,128,16384,146,,
500.0,0.0,15,Tambourine of Rituals,,,,-8.0,128,16384,146,,
3000.0,0.0,410,Tanglewood Shield,,,,-8.0,40,16384,146,,
392.59259259259261,458.79590553455438,108,Lute of the Gypsy Princess,,,1000.0,-8.0,128,16384,146,,
500.0,0.0,31,Stein,,,,-10.0,32767,16384,150,,
1000.0,0.0,95,Alluring Horn,,,,-10.0,65535,16384,150,,
500.0,0.0,1185,Insanity Crawler hide shield,,,,-15.0,15906,16384,152,,
23.122317596566525,9.1657406175202265,932,Chitin Shell Shield,,,20.0,-15.0,959,16384,152,,
5.0,0.0,1763,Shield of Falsehood,,,,-18.5,512,16384,154,,
43702.102803738308,93519.528026195112,4280,Mosscovered Twig,,,500000.0,-20.0,16457,16384,155,,
52.932432432432421,56.216498675164061,148,Crested Mistmoore Shield,,,,-22.0,959,16384,156,,
20.0,0.0,166,Blessed Grimling Shield,,,,-25.5,546,16384,157,,
10.0,0.0,29,Vacra Av Svim,,,,-37.0,385,16384,158,,
5.6989247311827951,1.7384985521781731,186,Trueheart Shield,,,,-37.5,4,16384,159,,
75.0,0.0,251,Shield of the Slain Unicorn,,,,-41.0,1,16384,160,,
50.0,0.0,38,Nautilus Shield,,,,-42.5,1,16384,161,,
142.625,23.259613397144314,40,Claw of Phara Dar,100.0,0.0,142.62499999999994,-45.0,393,16384,162,Bigpoppapizzaco,100
105.31468531468531,136.7005785031815,143,Conch Shell Horn,,,,-45.0,128,16384,162,,
713.70967741935488,176.61435523391597,124,Envy,,,,-48.0,1297,16384,164,,
166.66533546325874,117.64068495143427,1252,Shield of Prexus,,,,-57.0,959,16384,165,,
7.5321888412017159,4.3579142154260992,233,Shiny Brass Shield,,,,-60.0,959,16384,166,,
40.717213114754109,49.095493744080244,488,Scute Shield,,,,-60.5,959,16384,167,,
25.726760563380296,20.319019842758063,1420,Charred Guardian Shield,,,17.141304347826086,-65.5,959,16384,168,,
20.0,,1,Buckler of Innoruuk,,,,-72.0,567,16384,169,,
776.59574468085111,148.7767555515654,94,Marr's Promise,,,,-86.0,559,16384,170,,
100.0,0.0,33,Trooper Shield,,,,-92.0,927,16384,171,,
10.0,0.0,20,Shield of the Dawn,,,,-125.0,4,16384,172,,
264.28571428571428,240.70003725904974,28,Pearls of the Frozen Wind,,,50.0,490.0,65535,1050144,1,,
433.33333333333331,142.3024947075771,81,String of Beaded Slime,,,100.0,490.0,65535,1050144,1,,
89.765093304061466,47.257253992470474,911,Imperial Wardog Collar,,,105.44747081712062,-1.5,65535,1050144,3,,
392.99953495582037,618.9381641226654,6451,Frozen Pyrilen Eye,,,308.870523415978,260.0,65535,2070526,1,,
537.67037552155773,273.96557252502987,719,Eye of the Storm,,,200.0,225.0,65535,2070526,2,,
494.60154241645245,39.905397752918866,778,Snakeskin Gem,,,500.0,196.0,65535,2070526,3,,
1426.6666666666679,903.679221086297,3309,Shard of Expanding Power,,,1771.0526315789475,195.0,65535,2070526,4,,
500.0,0.0,370,Frozen Ball Lightning,,,500.0,191.0,65535,2070526,5,,
973.43669853112658,1763.3041653495577,4289,Polished Blue Softstone,200.0,0.0,1051.5961945031715,185.0,65535,2070526,6,Mhongo,200
397.40740740740739,98.93851973741414,351,Shard of Growing Power,,,,175.0,65535,2070526,7,,
1848.5127478753539,1281.854741439384,1412,Crest of Valor,,,849.13793103448256,170.0,65535,2070526,8,,
84.079457364341081,74.240330575616511,516,Pickled Froglok Eye,,,15.0,160.0,65535,2070526,9,,
255.43659832953682,186.41937629203903,1317,Dingy Grey Stone,,,,155.0,65535,2070526,10,,
564.73904382470084,967.00285009071376,5020,Rune of Abominable Rituals,250.0,0.0,213.37373737373738,152.0,65535,2070526,11,Stacy,250
446.38709677419354,148.94673841911103,1550,Fossilized Bone Shard,,,420.1680672268908,135.0,65535,2070526,12,,
30.901287553648068,26.256053979362889,1398,Corrupted Diamond Amulet,,,24.5,135.0,65535,2070526,12,,
1685.5816,1570.9996104556683,2500,Shard of Increasing Power,,,1872.6694915254234,130.0,65535,2070526,14,,
2700.0,602.74600976993452,110,Corrupted Blue Diamond Amulet,,,,125.0,65535,2070526,15,,
374.07407407407408,185.84854731657853,1296,Flawless Natimbi Pearl,,,,120.0,65535,2070526,16,,
29.739413680781759,2.271702231291628,307,Corrupted Sunstone Amulet,,,,120.0,65535,2070526,16,,
1954.0833333333333,2485.2900355414276,732,Cracked Gem of Lucidity,,,1200.0,110.0,65535,2070526,18,,
100.0,0.0,212,Petrified Holgresh Eye,,,,92.5,65535,2070526,19,,
1269.3065693430658,660.54303403348786,274,Heart of the Sky,,,60.0,92.0,65535,2070526,20,,
50.0,0.0,704,Frozen Spider Eye,,,,90.0,65535,2070526,21,,
20.0,0.0,1274,Froglok Egg Capsule,,,20.0,86.5,65535,2070526,22,,
36.92307692307692,4.7067872433164153,26,Golden Shardstone,,,,75.0,65535,2070526,23,,
887.2844827586207,218.71317104085043,232,Glinting Sunstone,,,,72.5,65535,2070526,24,,
1165.9475624743955,4752.4155679018713,2441,Corrupted Peridot Amulet,,,1144.1240875912406,70.0,65535,2070526,25,,
127.9180994060644,127.63462958208765,3199,Corrupted Citrine Amulet,200.0,0.0,117.51937984496126,65.0,65535,2070526,26,Stacy,200
178.31566994700972,221.87668457001485,1321,Shard of Incandescent Power,,,,65.0,65535,2070526,26,,
26.795580110497237,15.941113244286226,181,Decayed Froglok Eye,,,,57.0,65535,2070526,28,,
200.0,0.0,392,Regurgitated Crystals,,,,56.5,65535,2070526,29,,
58.964788732394339,44.932454704220142,2130,Bluegreen Rock,,,10.0,50.0,65535,2070526,30,,
15.0,0.0,32,Fossilized Tae Ew Eye,,,15.0,50.0,65535,2070526,30,,
89.889349930843707,66.810594729866253,1446,Blue Flecked Rock,,,50.0,35.0,65535,2070526,32,,
20.0,0.0,22,Chunk of Amorphous Granite,,,,30.0,65535,2070526,33,,
258.23529411764707,236.41107435657784,136,Polished Crysolite,,,,20.0,65535,2070526,34,,
